series,lag_s,acf
obi,826,0.020853500508604256
obi,827,0.020758353384167125
obi,828,0.02064715793768158
obi,829,0.02102005353605378
obi,830,0.020805205149203535
obi,831,0.02073665481975586
obi,832,0.020978267527094037
obi,833,0.020878022040619375
obi,834,0.02133910956968025
obi,835,0.021654783746939285
obi,836,0.021428574980531925
obi,837,0.02151734578691201
obi,838,0.021641347298772696
obi,839,0.021939039436669795
obi,840,0.02443633735158479
obi,841,0.02226885645237784
obi,842,0.021987212477903122
obi,843,0.021559716604388778
obi,844,0.021484146178671826
obi,845,0.020712535718727755
obi,846,0.021118011785735132
obi,847,0.0212201317374093
obi,848,0.021488119427683063
obi,849,0.020403528957483357
obi,850,0.020201219449813953
obi,851,0.02022883812044471
obi,852,0.020371819311929853
obi,853,0.020715075107058754
obi,854,0.02059577179449828
obi,855,0.02059541386975094
obi,856,0.020226695415643703
obi,857,0.02049104991127706
obi,858,0.02008799834167079
obi,859,0.020274695599943757
obi,860,0.020581200887548383
obi,861,0.020307195685736454
obi,862,0.02029374798238575
obi,863,0.020376505965769415
obi,864,0.0204397352089442
obi,865,0.02099250679186737
obi,866,0.02045519858194159
obi,867,0.021040174531915694
obi,868,0.020880148480453928
obi,869,0.02104654186863209
obi,870,0.023647716375201678
obi,871,0.021174600474094148
obi,872,0.020783926268220218
obi,873,0.02128128685423744
obi,874,0.021209456661231182
obi,875,0.02064165340164715
obi,876,0.02043789497335664
obi,877,0.020105335311417533
obi,878,0.02060535891676103
obi,879,0.02047019442819234
obi,880,0.020836966541188898
obi,881,0.02005265150003515
obi,882,0.02015655249450589
obi,883,0.02043267264317463
obi,884,0.020286627895286614
obi,885,0.020075899321227546
obi,886,0.01990507669392528
obi,887,0.019780187106853
obi,888,0.020132836323138417
obi,889,0.02023246919858843
obi,890,0.02007262617103263
obi,891,0.020283442837165
obi,892,0.019961443969801745
obi,893,0.019987218520683345
obi,894,0.019930287151132455
obi,895,0.020550641946107007
obi,896,0.020178137250859634
obi,897,0.02003953860940839
obi,898,0.020479806971703592
obi,899,0.020643872266627575
obi,900,0.022829716373594898
obi,901,0.02073314697155063
obi,902,0.020430875863114144
obi,903,0.020226344978488558
obi,904,0.019740110601917705
obi,905,0.019684228045515777
obi,906,0.019829162181465427
obi,907,0.019738686588409018
obi,908,0.019805966439551577
obi,909,0.01960802839522679
obi,910,0.01944296549339538
obi,911,0.01952585590482021
obi,912,0.01903688033672164
obi,913,0.019494189327506815
obi,914,0.019127557514539813
obi,915,0.01939231492205552
obi,916,0.019390077041243698
obi,917,0.019765518170976534
obi,918,0.019685140411614496
obi,919,0.020172432068656713
obi,920,0.019706205181817968
obi,921,0.019979554750030964
obi,922,0.02001315705435528
obi,923,0.019599052632592623
obi,924,0.019826644113178905
obi,925,0.01974760934395787
obi,926,0.01965355768748437
obi,927,0.01970525115766812
obi,928,0.019974398088473202
obi,929,0.020113094502264707
obi,930,0.022093025111152527
obi,931,0.019758085501659178
obi,932,0.019702372366449655
obi,933,0.020025874700029745
obi,934,0.01948942986419903
obi,935,0.019186016047245836
obi,936,0.01941678420429194
obi,937,0.01950866350778891
obi,938,0.018978879810139324
obi,939,0.019332468197958405
obi,940,0.018762964356715088
obi,941,0.018856761895064335
obi,942,0.01923719737673723
obi,943,0.019207835440395792
obi,944,0.019385147544133965
obi,945,0.019505693573419514
obi,946,0.019396729539897888
obi,947,0.0195703470396662
obi,948,0.01906705273741651
obi,949,0.019018277042195744
obi,950,0.019231507418634417
obi,951,0.018997233487629737
obi,952,0.019320746357877082
obi,953,0.019156262050581855
obi,954,0.018869862179503944
obi,955,0.019256543111122185
obi,956,0.02024753441010908
obi,957,0.02004610818340156
obi,958,0.020398017817411938
obi,959,0.020634371389327843
obi,960,0.023147344119722114
obi,961,0.02030588453636145
obi,962,0.020360230172499168
obi,963,0.020180072677844604
obi,964,0.02030336697637963
obi,965,0.02018562706981345
obi,966,0.01947791886178776
obi,967,0.019402567084363175
obi,968,0.019576403547122083
obi,969,0.019473788324810105
obi,970,0.019272810887914715
obi,971,0.019346622964309588
obi,972,0.01926701313712408
obi,973,0.019132206206908007
obi,974,0.01920224953227826
obi,975,0.01949435993662191
obi,976,0.019505849847997383
obi,977,0.018991863535097363
obi,978,0.019122293671082483
obi,979,0.019202751352637153
obi,980,0.019344240713239015
obi,981,0.019009944820127737
obi,982,0.019411590736497668
obi,983,0.019652966978194946
obi,984,0.019483574846969384
obi,985,0.01978672544453592
obi,986,0.019820299430973028
obi,987,0.019727062270695477
obi,988,0.01968152264722648
obi,989,0.019675771866080632
obi,990,0.022181436577742814
obi,991,0.01971200775123743
obi,992,0.019709464575403388
obi,993,0.01936649132386182
obi,994,0.01908523784721002
obi,995,0.019183276426262247
