dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-24,1,17578,0.040334509045397655,-0.0815169326900585,-0.035891152918338776,0.0024887616746127605
2026-05-25,1,21124,0.013870479075932588,-0.07763885413257691,0.03269808366894722,3.302731990814209
2026-05-26,1,86115,0.014991581025373048,-0.07059528988396628,-0.03655243292450905,0.024811415001749992
2026-05-27,1,69059,0.0088185464602731,-0.06990997584987169,-0.020998986437916756,0.0050368839874863625
2026-05-28,1,76723,0.009462612254473887,-0.05495128032021972,-0.02565472200512886,0.0334695428609848
2026-05-29,1,67170,0.01350305195771922,-0.042988486045253585,-0.028056176379323006,0.10900267958641052
2026-05-30,1,8126,0.04294856017720896,-0.06732681634286045,-0.035588640719652176,-0.08061408251523972
2026-05-31,1,7126,0.05458882963794555,-0.0620324058348844,-0.05634373426437378,0.09714120626449585
2026-06-01,1,98364,0.02672725793989671,-0.04759437215813979,-0.02932988665997982,-0.010146723128855228
2026-06-02,1,85110,0.014052402772882153,-0.046679536996867485,-0.02968492917716503,-0.015049945563077927
2026-06-03,1,100605,0.010973609661547637,-0.04973987755696178,-0.0462198331952095,-0.07198825478553772
2026-06-04,1,97746,0.011908415689644588,-0.04460708713804059,-0.021099524572491646,-0.012305186130106449
2026-06-05,1,103431,0.010287051270895574,-0.0659452438769253,-0.01765802502632141,0.0033487973269075155
2026-06-06,1,25660,0.024551831644583008,-0.090351567784955,-0.04237464815378189,-0.014985938556492329
2026-06-07,1,21592,0.026074472026676548,-0.06782844803375121,-0.03857317566871643,0.014059768989682198
2026-06-08,1,118433,0.02047571200594429,-0.07184817636642728,-0.035499535501003265,-0.019721411168575287
2026-06-09,1,102063,0.026277887187325474,-0.08169130643312159,-0.03319398686289787,-0.004736512899398804
2026-06-10,1,126332,0.016868251907671848,-0.08316574845442083,-0.0452478788793087,0.0015281041851267219
2026-06-11,1,138045,0.014661885617008947,-0.08110377773271828,-0.030335482209920883,0.0034544947557151318
2026-06-12,1,130890,0.013446405378562152,-0.06703559691591017,-0.009310999885201454,-0.05036128684878349
2026-06-13,1,17421,0.01980368520750818,-0.09594247447023392,-0.040107425302267075,0.008173282258212566
2026-06-14,1,21604,0.0372153304943529,-0.10103310827861506,-0.044511809945106506,0.16491535305976868
2026-06-15,1,81206,0.015885525700071422,-0.08551809388673393,-0.03882460296154022,-0.06576454639434814
2026-06-16,1,93690,0.011847582452769772,-0.06238550740014088,-0.022702623158693314,0.04420284926891327
2026-06-17,1,105607,0.014478206937040158,-0.07086372153140033,-0.02262897789478302,0.005941734183579683
2026-06-18,1,114462,0.01899320298439657,-0.08192923487193057,-0.02327219769358635,0.02187369577586651
2026-06-19,1,41450,0.025428226779252112,-0.07809724877316426,-0.05295391380786896,-0.009741762652993202
2026-06-20,1,21100,0.03042654028436019,-0.08722081082387574,-0.05816161632537842,0.05648628994822502
2026-06-21,1,14760,0.018021680216802168,-0.08568414285133281,-0.037796083837747574,-0.0723147839307785
2026-06-22,1,105370,0.026354749928822245,-0.06752596529039863,-0.032524485141038895,0.0003108229720965028
2026-06-23,1,142242,0.014039453888443638,-0.05048913046397022,-0.022074634209275246,-0.02790697291493416
2026-06-24,1,107951,0.012033237302109291,-0.04138155830434778,-0.0159774012863636,0.00762314535677433
2026-06-25,1,104764,0.01177885533198427,-0.05671409420080758,-0.04098225012421608,0.01362719014286995
2026-06-26,1,105775,0.009643110375797685,-0.041596866991812205,-0.0221905168145895,0.04433687776327133
2026-06-27,1,7348,0.03579205225911813,-0.06708104733226493,-0.030790477991104126,0.016604645177721977
2026-06-28,1,10356,0.0388180764774044,-0.061631437208586534,-0.0157722607254982,0.0
2026-06-29,1,94107,0.010519940068220218,-0.03896926869731027,-0.027457356452941895,-0.06366780400276184
2026-06-30,1,71059,0.00835925076345009,-0.04473987866989075,-0.015416350215673447,-0.001517508178949356
2026-07-01,1,85618,0.008713121072671635,-0.04627992604191782,-0.01309166569262743,0.0032433606684207916
2026-07-02,0,141956,0.017540646397475275,-0.04681646539221121,-0.011182848364114761,-0.011146647855639458
2026-07-03,0,26777,0.01915823281174142,-0.048674391669911145,-0.030524972826242447,0.015227287076413631
2026-07-04,0,9822,0.01455915292201181,-0.06649829824596644,-0.013926149345934391,0.015743235126137733
2026-07-05,0,10016,0.019069488817891375,-0.070023874807457,-0.03663122281432152,-0.03132059425115585
2026-07-06,0,99024,0.02084343189529811,-0.0621592230998967,-0.04331691190600395,0.017072901129722595
2026-07-07,0,141991,0.014986865364706213,-0.05937054001070435,-0.016228804364800453,0.008729630149900913
2026-07-08,0,148131,0.021123195009822387,-0.046013531403255904,-0.01575576700270176,-0.024858979508280754
2026-07-09,0,118864,0.02106609234082649,-0.053009804069786566,-0.010207201354205608,-0.0019255777588114142
2026-07-10,0,93277,0.017131768817607772,-0.05777823707297835,-0.006527125369757414,-0.014697451144456863
2026-07-11,0,20304,0.0070921985815602835,-0.06822423294620193,-0.05548735335469246,-0.13710319995880127
2026-07-12,0,15108,0.009597564204395023,-0.0849298257821904,-0.037755172699689865,0.0
2026-07-13,0,118894,0.020917792319208706,-0.052704700968978425,-0.012336659245193005,0.008023439906537533
2026-07-14,0,118740,0.023185110325080006,-0.04954351616651442,-0.009004279971122742,-0.0045412639155983925
2026-07-15,0,118354,0.014955134596211365,-0.053717505761900576,-0.011501150205731392,-0.06940516084432602
2026-07-16,0,139852,0.09320567457026,-0.08902815651129571,-0.007024077698588371,0.005851071327924728
2026-07-17,0,172900,0.13196645459803355,-0.12392655280288284,0.000378379481844604,-0.0049102939665317535
2026-07-18,0,14412,0.0029142381348875937,-0.0823049748664625,0.0042356280609965324,-0.08012177050113678
2026-07-19,0,22112,0.04174204052098408,-0.07169498768668846,-0.006063720677047968,-0.06586714833974838
2026-07-20,0,116532,0.12817080286959806,-0.12930440162503534,-0.001907483208924532,-0.00881941057741642
2026-07-21,0,78980,0.033337553811091415,-0.060136206606021536,-0.014151539653539658,0.01154380850493908
2026-07-22,0,95687,0.020776071984700117,-0.05572461879632541,-0.01694372668862343,-0.0008929634350351989
2026-07-23,0,162664,0.08860596075345498,-0.06810472425152722,-0.02783525548875332,-0.0035875733010470867
2026-07-24,0,164399,0.08142993570520501,-0.09263987921284253,-0.012579480186104774,-0.00046434521209448576
2026-07-25,0,18416,0.005267158992180713,-0.0988792074443264,0.0001448114198865369,0.0
2026-07-26,0,23981,0.05341728868687711,-0.09581281160885484,-0.02592598646879196,-0.012955751270055771
2026-07-27,0,143424,0.13352716421240518,-0.13187360677586166,-0.003328894730657339,-0.00256952247582376
2026-07-28,0,179433,0.14091610796230347,-0.12172673763681678,-0.00797151681035757,0.003399214707314968
2026-07-29,0,223980,0.15630859898205196,-0.10098548919977546,-0.005313336383551359,-0.006849129684269428
2026-07-30,0,165534,0.06487488975074607,-0.056105682521199615,-0.010783948004245758,-0.012407636269927025
2026-07-31,0,160486,0.03452637613249754,-0.06070435773229506,-0.00704506691545248,0.020024394616484642
2026-08-01,0,16086,0.00453810767126694,-0.06104339014558569,-0.031192949041724205,0.13600565493106842
2026-08-02,0,24287,0.007864289537612715,-0.06211160529908587,-0.02039330080151558,-0.0018716101767495275
2026-08-03,0,124408,0.035415728892032663,-0.0783740849920089,0.0015676210168749094,-0.01022831816226244
2026-08-04,0,156149,0.021729245784475083,-0.06771737538519834,0.0004889335250481963,-0.02721857838332653
2026-08-05,0,138181,0.01638430753866306,-0.07026592839274547,-0.009371204301714897,-0.003560895100235939
2026-08-06,0,114059,0.01784164336001543,-0.06329812654493686,-0.022133463993668556,-0.020160071551799774
2026-08-07,0,88271,0.01837523082326019,-0.0611936821818326,-0.012714161537587643,0.007366585079580545
2026-08-08,0,7846,0.006755034412439459,-0.06589919649435966,-0.019216686487197876,0.0
2026-08-09,0,6909,0.013171225937183385,-0.042987578228924524,-0.03890127316117287,0.0
2026-08-10,0,86622,0.026933111680635405,-0.057102451878839014,-0.02445158176124096,-0.004611437674611807
